n;t_ns
50000;5.630e+03
50000;6.752e+04
50000;1.086e+04
50000;2.558e+04
50000;5.636e+04
50000;5.128e+04
50000;1.908e+04
50000;1.658e+04
50000;4.202e+04
50000;3.367e+04
50000;6.308e+04
50000;1.387e+04
50000;7.030e+03
50000;3.612e+04
50000;1.585e+04
50000;8.715e+03
50000;1.177e+04
50000;2.350e+04
50000;4.555e+03
50000;6.173e+04
50000;6.375e+04
50000;3.258e+04
50000;2.792e+04
50000;3.258e+04
50000;7.565e+03
50000;5.366e+04
50000;5.550e+02
50000;3.030e+04
50000;1.529e+04
50000;6.400e+04
50000;5.748e+04
50000;5.994e+04
50000;8.390e+03
50000;2.694e+04
50000;5.128e+04
50000;4.850e+04
50000;5.945e+03
50000;3.069e+04
50000;3.554e+04
50000;2.345e+03
50000;2.525e+03
50000;1.032e+04
50000;1.662e+04
50000;5.950e+03
50000;4.680e+04
50000;2.928e+04
50000;7.116e+04
50000;1.008e+04
50000;7.172e+04
50000;2.950e+04
50000;7.176e+04
50000;7.246e+04
50000;6.644e+04
50000;6.349e+04
50000;7.775e+03
50000;2.164e+04
50000;5.660e+04
50000;7.095e+04
50000;3.875e+03
50000;3.570e+04
50000;6.313e+04
100000;1.677e+05
100000;1.427e+05
100000;5.896e+04
100000;5.192e+04
100000;9.783e+04
100000;1.261e+05
100000;3.530e+04
100000;5.328e+04
100000;5.359e+04
100000;6.320e+03
100000;2.112e+04
100000;8.000e+02
100000;3.979e+04
100000;8.924e+04
100000;5.788e+04
100000;8.130e+03
100000;1.198e+05
100000;1.011e+05
100000;1.034e+04
100000;8.916e+04
100000;8.110e+04
100000;1.286e+05
100000;1.386e+05
100000;1.007e+05
100000;2.906e+04
100000;1.352e+05
100000;8.957e+04
100000;5.105e+04
100000;1.190e+05
100000;9.306e+04
100000;4.394e+04
100000;5.144e+04
100000;1.189e+05
100000;3.690e+04
100000;1.040e+05
100000;9.446e+04
100000;6.967e+04
100000;4.506e+04
100000;1.772e+04
100000;3.817e+04
100000;5.087e+04
100000;1.214e+05
100000;8.800e+03
100000;7.537e+04
100000;9.700e+04
100000;1.327e+05
100000;1.404e+05
100000;1.144e+05
100000;1.408e+05
100000;4.996e+04
100000;2.049e+04
100000;9.000e+02
100000;3.190e+04
100000;7.736e+04
100000;3.797e+04
100000;2.540e+03
100000;9.461e+04
100000;1.305e+05
100000;4.660e+04
100000;1.117e+05
100000;8.500e+02
100000;5.239e+04
100000;1.207e+05
100000;1.826e+04
100000;1.254e+05
100000;1.204e+04
100000;7.242e+04
100000;5.864e+04
100000;2.106e+04
100000;7.973e+04
100000;1.174e+05
100000;5.007e+04
100000;1.437e+05
100000;6.021e+04
100000;1.174e+05
100000;8.369e+04
100000;1.182e+05
100000;1.128e+05
100000;4.112e+04
100000;1.427e+04
100000;9.688e+04
100000;9.704e+04
100000;1.829e+04
100000;1.128e+05
100000;6.214e+04
100000;1.171e+05
100000;1.355e+05
100000;3.342e+04
100000;8.871e+04
100000;1.151e+05
100000;3.490e+03
100000;5.271e+04
100000;1.250e+05
100000;8.439e+04
100000;6.600e+02
100000;1.269e+05
100000;3.331e+04
100000;8.176e+04
100000;1.067e+05
100000;5.987e+04
100000;1.001e+05
500000;7.160e+05
500000;2.048e+05
500000;4.974e+05
500000;6.676e+05
500000;5.516e+05
500000;4.198e+05
500000;7.194e+05
500000;2.773e+05
500000;5.050e+04
500000;1.966e+05
500000;1.828e+05
500000;1.692e+05
500000;3.402e+05
500000;3.142e+05
500000;1.602e+05
500000;7.198e+05
500000;2.492e+05
500000;9.525e+04
500000;5.838e+05
500000;2.520e+05
500000;1.230e+05
500000;4.034e+05
500000;4.531e+05
500000;5.618e+05
500000;4.040e+05
500000;3.842e+05
500000;2.092e+05
500000;4.916e+05
500000;3.802e+05
500000;4.182e+05
500000;5.254e+05
500000;6.250e+05
500000;5.764e+05
500000;1.550e+05
500000;6.990e+05
500000;2.287e+05
500000;3.174e+05
500000;4.086e+05
500000;5.646e+05
500000;4.296e+05
500000;3.096e+05
500000;5.389e+05
500000;3.520e+05
500000;2.302e+05
500000;5.800e+04
500000;6.036e+05
500000;1.420e+05
500000;4.908e+05
500000;4.094e+05
500000;3.175e+05
500000;5.006e+05
500000;2.997e+05
500000;6.290e+05
500000;5.260e+05
500000;5.266e+05
500000;3.164e+05
500000;6.931e+05
500000;7.027e+05
500000;4.824e+05
500000;4.384e+05
500000;8.210e+04
500000;5.398e+05
500000;6.144e+05
500000;2.400e+05
500000;2.603e+05
500000;4.524e+05
500000;6.936e+05
500000;5.605e+05
500000;6.966e+05
500000;7.555e+04
500000;2.616e+05
500000;5.709e+05
500000;3.765e+04
500000;3.806e+05
500000;3.900e+04
500000;2.895e+05
500000;1.874e+05
500000;6.302e+05
500000;2.078e+05
500000;5.666e+05
500000;6.938e+05
500000;2.421e+05
500000;5.364e+05
500000;2.226e+05
500000;1.669e+05
500000;2.728e+05
500000;3.958e+05
500000;4.304e+05
500000;3.112e+05
500000;2.142e+05
500000;7.214e+05
500000;3.235e+04
500000;1.526e+05
500000;3.694e+05
500000;5.267e+05
500000;4.186e+05
500000;1.922e+05
500000;2.533e+05
500000;2.671e+05
500000;6.320e+05
500000;5.100e+04
1000000;1.417e+06
1000000;8.285e+05
1000000;7.915e+05
1000000;6.853e+05
1000000;6.344e+05
1000000;3.374e+05
1000000;1.240e+06
1000000;1.008e+06
1000000;1.073e+06
1000000;1.326e+06
1000000;4.057e+05
1000000;5.106e+05
1000000;9.848e+05
1000000;4.810e+05
1000000;8.955e+05
1000000;6.916e+05
1000000;2.041e+05
1000000;1.148e+06
1000000;5.525e+05
1000000;1.282e+06
1000000;7.911e+05
1000000;3.836e+05
1000000;1.026e+06
1000000;5.313e+05
1000000;5.535e+05
1000000;8.791e+05
1000000;7.508e+05
1000000;9.019e+05
1000000;5.369e+05
1000000;1.279e+06
1000000;1.276e+06
1000000;7.980e+05
1000000;3.324e+05
1000000;3.370e+04
1000000;1.883e+05
1000000;2.164e+05
1000000;2.455e+05
1000000;8.290e+05
1000000;7.489e+05
1000000;6.000e+03
1000000;1.240e+06
1000000;6.233e+05
1000000;1.012e+06
1000000;1.789e+05
1000000;5.816e+05
1000000;2.136e+05
1000000;1.387e+06
1000000;8.130e+04
1000000;8.003e+05
1000000;1.239e+06
1000000;1.080e+06
1000000;7.189e+05
1000000;4.877e+05
1000000;5.219e+05
1000000;4.472e+05
1000000;1.340e+04
1000000;7.660e+04
1000000;4.177e+05
1000000;3.097e+05
1000000;4.499e+05
1000000;8.270e+04
1000000;5.667e+05
1000000;2.942e+05
1000000;9.862e+05
1000000;8.879e+05
1000000;1.287e+06
1000000;1.204e+06
