n;t_ns
500000;4.272e+05
500000;1.489e+05
500000;4.216e+05
500000;3.761e+05
500000;7.460e+04
500000;2.294e+04
1000000;8.438e+05
1000000;3.279e+05
1000000;8.121e+05
1000000;1.360e+05
1000000;8.742e+05
1000000;1.314e+05
1000000;1.999e+05
1000000;8.747e+05
1000000;2.269e+05
1000000;8.623e+05
1000000;3.637e+05
1000000;4.241e+05
1000000;4.783e+05
1000000;8.732e+05
1000000;8.720e+05
1000000;2.093e+05
1000000;8.740e+05
1000000;4.977e+05
1000000;4.405e+05
1000000;4.070e+05
1000000;8.600e+05
1000000;9.938e+04
1000000;2.257e+05
1000000;2.624e+05
1000000;2.444e+05
1000000;9.145e+04
1000000;7.411e+05
1000000;3.634e+05
1000000;7.151e+05
1000000;4.976e+04
1000000;8.467e+05
1000000;1.320e+05
1000000;2.582e+05
1000000;8.427e+05
1000000;4.604e+05
1000000;8.728e+05
1000000;2.890e+05
1000000;1.744e+05
1000000;1.545e+05
1000000;8.659e+05
1000000;6.033e+05
1000000;4.559e+05
1000000;4.270e+05
1000000;5.089e+05
1000000;7.396e+05
1000000;8.675e+05
1000000;1.873e+05
1000000;8.455e+05
1000000;8.467e+05
1000000;6.599e+04
1000000;1.048e+05
1000000;8.446e+05
1000000;5.412e+05
1000000;9.219e+05
1000000;8.849e+05
1000000;5.691e+05
1000000;8.694e+05
1000000;8.705e+05
1000000;8.569e+05
1000000;1.856e+05
1000000;3.476e+05
1000000;5.063e+05
1000000;3.841e+05
1000000;2.157e+05
1000000;8.803e+05
1000000;6.181e+05
1000000;4.337e+05
1000000;3.342e+05
1000000;9.039e+05
1000000;8.531e+05
1000000;8.452e+05
1000000;8.463e+05
1000000;4.373e+05
1000000;6.436e+05
1000000;2.099e+03
1000000;4.992e+05
1000000;9.423e+04
1000000;3.126e+05
1000000;8.444e+05
1000000;7.898e+05
1000000;7.900e+04
1000000;8.453e+05
1000000;1.859e+05
1000000;2.386e+05
1000000;4.444e+04
1000000;8.598e+05
1000000;5.007e+05
1000000;1.454e+04
1000000;2.283e+05
1000000;2.738e+05
1000000;3.276e+05
1000000;7.795e+05
1000000;8.593e+05
1000000;4.970e+04
1000000;8.569e+05
1000000;6.681e+05
1000000;1.056e+05
1000000;8.442e+05
1000000;7.684e+05
1000000;4.119e+05
1000000;8.594e+05
